CONTENT TEAM Information  for NBA GENERIC Media Delivery,,SYNC COMPLETE,NO ERRORS,,FUSE PROGRAMMER,,,PROGRAMMING IN PROGRESS,,,HUD,,,,RETURN TO INDEX,,,,,,,,,,,,,,,,,,,,,,,
,,047_TAP_TO_CHEER_CRN_v02.mov,2,,,241,047,014,CRN,10s,,-,,,,7/21/2020 9:28:26,241_NBA_TTC_1B,04_PHX_WAS,\241_NBA_TTC_1B\04_PHX_WAS\047_TAP_TO_CHEER_CRN_v02.mov,-,nclc,nclc,10010,7797687,3328,208,16.000,CFR,29.970,9758829,-,-,-,-,-,-,-,-
,05_BOS_MIL,054_MIL_WINS_RIB_F_v01.mov,1,,,241,054,010,RIB_F,10s,,-,,,,7/21/2020 9:28:22,241_NBA_TTC_1B,05_BOS_MIL,\241_NBA_TTC_1B\05_BOS_MIL\054_MIL_WINS_RIB_F_v01.mov,-,nclc,nclc,10010,325341342,9504,144,66.000,CFR,29.970,407086837,-,-,-,-,-,-,-,-
,,057_TAP_TO_CHEER_CRN_v02.mov,2,,,241,057,014,CRN,10s,,-,,,,7/21/2020 9:28:23,241_NBA_TTC_1B,05_BOS_MIL,\241_NBA_TTC_1B\05_BOS_MIL\057_TAP_TO_CHEER_CRN_v02.mov,-,nclc,nclc,10010,7797687,3328,208,16.000,CFR,29.970,9758829,-,-,-,-,-,-,-,-
,06_SAC_SAS,064_SAS_WINS_RIB_F_v01.mov,1,,,241,064,010,RIB_F,10s,,-,,,,7/21/2020 9:28:23,241_NBA_TTC_1B,06_SAC_SAS,\241_NBA_TTC_1B\06_SAC_SAS\064_SAS_WINS_RIB_F_v01.mov,-,nclc,nclc,10010,280045001,9504,144,66.000,CFR,29.970,350409734,-,-,-,-,-,-,-,-
,,067_TAP_TO_CHEER_CRN_v02.mov,2,,,241,067,014,CRN,10s,,-,,,,7/21/2020 9:28:33,241_NBA_TTC_1B,06_SAC_SAS,\241_NBA_TTC_1B\06_SAC_SAS\067_TAP_TO_CHEER_CRN_v02.mov,-,nclc,nclc,10010,7797687,3328,208,16.000,CFR,29.970,9758829,-,-,-,-,-,-,-,-
,07_HOU_DAL,074_DAL_WINS_RIB_F_v01.mov,1,,,241,074,010,RIB_F,10s,,-,,,,7/23/2020 9:01:35,241_NBA_TTC_1B,07_HOU_DAL,\241_NBA_TTC_1B\07_HOU_DAL\074_DAL_WINS_RIB_F_v01.mov,-,nclc,nclc,10010,249316509,9504,144,66.000,CFR,29.970,311960670,-,-,-,-,-,-,-,-
,,077_TAP_TO_CHEER_CRN_v02.mov,2,,,241,077,014,CRN,10s,,-,,,,7/23/2020 9:01:37,241_NBA_TTC_1B,07_HOU_DAL,\241_NBA_TTC_1B\07_HOU_DAL\077_TAP_TO_CHEER_CRN_v02.mov,-,nclc,nclc,10010,7797687,3328,208,16.000,CFR,29.970,9758829,-,-,-,-,-,-,-,-
,08_MIA_DEN,084_DEN_WINS_RIB_F_v01.mov,1,,,241,084,010,RIB_F,10s,,-,,,,7/23/2020 9:01:52,241_NBA_TTC_1B,08_MIA_DEN,\241_NBA_TTC_1B\08_MIA_DEN\084_DEN_WINS_RIB_F_v01.mov,-,nclc,nclc,10010,252285734,9504,144,66.000,CFR,29.970,315675916,-,-,-,-,-,-,-,-
,,087_TAP_TO_CHEER_CRN_v02.mov,2,,,241,087,014,CRN,10s,,-,,,,7/23/2020 9:01:55,241_NBA_TTC_1B,08_MIA_DEN,\241_NBA_TTC_1B\08_MIA_DEN\087_TAP_TO_CHEER_CRN_v02.mov,-,nclc,nclc,10010,7797687,3328,208,16.000,CFR,29.970,9758829,-,-,-,-,-,-,-,-
,09_UTA_OKC,094_OKC_WINS_RIB_F_v01.mov,1,,,241,094,010,RIB_F,10s,,-,,,,,241_NBA_TTC_1B,09_UTA_OKC,\241_NBA_TTC_1B\09_UTA_OKC\094_OKC_WINS_RIB_F_v01.mov,-,nclc,nclc,10010,254095159,9504,144,66.000,CFR,29.970,317939962,-,-,-,-,-,-,-,-
,,097_TAP_TO_CHEER_CRN_v02.mov,2,,,241,097,014,CRN,10s,,-,,,,7/23/2020 9:01:59,241_NBA_TTC_1B,09_UTA_OKC,\241_NBA_TTC_1B\09_UTA_OKC\097_TAP_TO_CHEER_CRN_v02.mov,-,nclc,nclc,10010,7797687,3328,208,16.000,CFR,29.970,9758829,-,-,-,-,-,-,-,-
,10_NOP_LAC,104_LAC_WINS_RIB_F_v01.mov,1,,,241,104,010,RIB_F,10s,,-C,,,,,241_NBA_TTC_1B,10_NOP_LAC,\241_NBA_TTC_1B\10_NOP_LAC\104_LAC_WINS_RIB_F_v01.mov,-C,RLE,rle ,10010,895468758,9504,144,66.000,CFR,29.970,1121504984,-,-,-,-,-,-,-,-
,,107_TAP_TO_CHEER_CRN_v02.mov,2,,,241,107,014,CRN,10s,,-,,,,,241_NBA_TTC_1B,10_NOP_LAC,\241_NBA_TTC_1B\10_NOP_LAC\107_TAP_TO_CHEER_CRN_v02.mov,-,nclc,nclc,10010,7797687,3328,208,16.000,CFR,29.970,9758829,-,-,-,-,-,-,-,-
,11_PHI_IND,114_IND_WINS_RIB_F_v01.mov,1,,,241,114,010,RIB_F,10s,,-,,,,7/23/2020 9:02:02,241_NBA_TTC_1B,11_PHI_IND,\241_NBA_TTC_1B\11_PHI_IND\114_IND_WINS_RIB_F_v01.mov,-,nclc,nclc,10010,275759646,9504,144,66.000,CFR,29.970,345047678,-,-,-,-,-,-,-,-
,,117_TAP_TO_CHEER_CRN_v02.mov,2,,,241,117,014,CRN,10s,,-,,,,,241_NBA_TTC_1B,11_PHI_IND,\241_NBA_TTC_1B\11_PHI_IND\117_TAP_TO_CHEER_CRN_v02.mov,-,nclc,nclc,10010,7797687,3328,208,16.000,CFR,29.970,9758829,-,-,-,-,-,-,-,-
,12_LAL_TOR,124_TOR_WINS_RIB_F_v01.mov,1,,,241,124,010,RIB_F,10s,,-,,,,,241_NBA_TTC_1B,12_LAL_TOR,\241_NBA_TTC_1B\12_LAL_TOR\124_TOR_WINS_RIB_F_v01.mov,-,nclc,nclc,10010,263050795,9504,144,66.000,CFR,29.970,329145712,-,-,-,-,-,-,-,-
,,127_TAP_TO_CHEER_CRN_v02.mov,2,,,241,127,014,CRN,10s,,-,,,,,241_NBA_TTC_1B,12_LAL_TOR,\241_NBA_TTC_1B\12_LAL_TOR\127_TAP_TO_CHEER_CRN_v02.mov,-,nclc,nclc,10010,7797687,3328,208,16.000,CFR,29.970,9758829,-,-,-,-,-,-,-,-
,13_WAS_BKN,,,,,,,,,,,-,,,,,241_NBA_TTC_1B,13_WAS_BKN,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,-,,,,,241_NBA_TTC_1B,13_WAS_BKN,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,14_POR_BOS,,,,,,,,,,,-,,,,,241_NBA_TTC_1B,14_POR_BOS,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,-,,,,,241_NBA_TTC_1B,14_POR_BOS,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,15_SAS_MEM,,,,,,,,,,,-,,,,,241_NBA_TTC_1B,15_SAS_MEM,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,-,,,,,241_NBA_TTC_1B,15_SAS_MEM,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,16_SAC_ORL,,,,,,,,,,,-,,,,,241_NBA_TTC_1B,16_SAC_ORL,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,-,,,,,241_NBA_TTC_1B,16_SAC_ORL,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,17_MIL_HOU,,,,,,,,,,,-,,,,,241_NBA_TTC_1B,17_MIL_HOU,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,-,,,,,241_NBA_TTC_1B,17_MIL_HOU,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,18_DAL_PHX,,,,,,,,,,,-,,,,,241_NBA_TTC_1B,18_DAL_PHX,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,-,,,,,241_NBA_TTC_1B,18_DAL_PHX,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,19_TOR_MIA,,,,,,,,,,,-,,,,,241_NBA_TTC_1B,19_TOR_MIA,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,-,,,,,241_NBA_TTC_1B,19_TOR_MIA,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,20_DEN_OKC,,,,,,,,,,,-,,,,,241_NBA_TTC_1B,20_DEN_OKC,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,-,,,,,241_NBA_TTC_1B,20_DEN_OKC,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,21_IND_WAS,,,,,,,,,,,-,,,,,241_NBA_TTC_1B,21_IND_WAS,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,-,,,,,241_NBA_TTC_1B,21_IND_WAS,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,22_MEM_NOP,,,,,,,,,,,-,,,,7/21/2020 9:24:21,241_NBA_TTC_1B,22_MEM_NOP,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,-,,,,,241_NBA_TTC_1B,22_MEM_NOP,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,23_SAS_PHI,,,,,,,,,,,-,,,,,241_NBA_TTC_1B,23_SAS_PHI,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,-,,,,,241_NBA_TTC_1B,23_SAS_PHI,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,24_LAL_UTA,,,,,,,,,,,-,,,,,241_NBA_TTC_1B,24_LAL_UTA,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,-,,,,,241_NBA_TTC_1B,24_LAL_UTA,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
242_NBA_TTC_1C,00_UTA_NOP,004_UTA_WINS_RIB_F_v02.mov,2,,2,242,004,010,RIB_F,10s,,-,,,,7/21/2020 14:05:29,242_NBA_TTC_1C,00_UTA_NOP,\242_NBA_TTC_1C\00_UTA_NOP\004_UTA_WINS_RIB_F_v02.mov,-,nclc,nclc,10010,330423455,9504,144,66.000,CFR,29.970,413445838,-,-,-,-,-,-,-,-
,,007_TAP_TO_CHEER_CRN_v02.mov,2,,,242,007,014,CRN,10s,,-,,,,7/21/2020 9:31:52,242_NBA_TTC_1C,00_UTA_NOP,\242_NBA_TTC_1C\00_UTA_NOP\007_TAP_TO_CHEER_CRN_v02.mov,-,nclc,nclc,10010,7797687,3328,208,16.000,CFR,29.970,9758829,-,-,-,-,-,-,-,-
,01_LAC_LAL,014_LAC_WINS_RIB_F_v01.mov,1,,,242,014,010,RIB_F,10s,,-,,,,7/21/2020 9:29:14,242_NBA_TTC_1C,01_LAC_LAL,\242_NBA_TTC_1C\01_LAC_LAL\014_LAC_WINS_RIB_F_v01.mov,-,nclc,nclc,10010,337296357,9504,144,66.000,CFR,29.970,422045565,-,-,-,-,-,-,-,-
,,017_TAP_TO_CHEER_CRN_v02.mov,2,,,242,017,014,CRN,10s,,-,,,,,242_NBA_TTC_1C,01_LAC_LAL,\242_NBA_TTC_1C\01_LAC_LAL\017_TAP_TO_CHEER_CRN_v02.mov,-,nclc,nclc,10010,7797687,3328,208,16.000,CFR,29.970,9758829,-,-,-,-,-,-,-,-
,02_ORL_BKN,024_ORL_WINS_RIB_F_v01.mov,1,,,242,024,010,RIB_F,10s,,-,,,,,242_NBA_TTC_1C,02_ORL_BKN,\242_NBA_TTC_1C\02_ORL_BKN\024_ORL_WINS_RIB_F_v01.mov,-,nclc,nclc,10010,225623279,9504,144,66.000,CFR,29.970,282314486,-,-,-,-,-,-,-,-
,,027_TAP_TO_CHEER_CRN_v02.mov,2,,,242,027,014,CRN,10s,,-,,,,,242_NBA_TTC_1C,02_ORL_BKN,\242_NBA_TTC_1C\02_ORL_BKN\027_TAP_TO_CHEER_CRN_v02.mov,-,nclc,nclc,10010,7797687,3328,208,16.000,CFR,29.970,9758829,-,-,-,-,-,-,-,-
,03_MEM_POR,034_MEM_WINS_RIB_F_v01.mov,1,,,242,034,010,RIB_F,10s,,-,,,,,242_NBA_TTC_1C,03_MEM_POR,\242_NBA_TTC_1C\03_MEM_POR\034_MEM_WINS_RIB_F_v01.mov,-,nclc,nclc,10010,311695778,9504,144,66.000,CFR,29.970,391935249,PCM,Little / Signed,sowt,10011,2,L R,48000,16
,,037_TAP_TO_CHEER_CRN_v02.mov,2,,,242,037,014,CRN,10s,,-,,,,,242_NBA_TTC_1C,03_MEM_POR,\242_NBA_TTC_1C\03_MEM_POR\037_TAP_TO_CHEER_CRN_v02.mov,-,nclc,nclc,10010,7797687,3328,208,16.000,CFR,29.970,9758829,-,-,-,-,-,-,-,-
,04_PHX_WAS,044_PHX_WINS_RIB_F_v01.mov,1,,,242,044,010,RIB_F,10s,,-,,,,,242_NBA_TTC_1C,04_PHX_WAS,\242_NBA_TTC_1C\04_PHX_WAS\044_PHX_WINS_RIB_F_v01.mov,-,nclc,nclc,10010,330327570,9504,144,66.000,CFR,29.970,413325861,-,-,-,-,-,-,-,-
,,047_TAP_TO_CHEER_CRN_v02.mov,2,,,242,047,014,CRN,10s,,-,,,,,242_NBA_TTC_1C,04_PHX_WAS,\242_NBA_TTC_1C\04_PHX_WAS\047_TAP_TO_CHEER_CRN_v02.mov,-,nclc,nclc,10010,7797687,3328,208,16.000,CFR,29.970,9758829,-,-,-,-,-,-,-,-
,05_BOS_MIL,054_BOS_WINS_RIB_F_v01.mov,1,,,242,054,010,RIB_F,10s,,-,,,,,242_NBA_TTC_1C,05_BOS_MIL,\242_NBA_TTC_1C\05_BOS_MIL\054_BOS_WINS_RIB_F_v01.mov,-,nclc,nclc,10010,322947650,9504,144,66.000,CFR,29.970,404091727,-,-,-,-,-,-,-,-
,,057_TAP_TO_CHEER_CRN_v02.mov,2,,,242,057,014,CRN,10s,,-,,,,,242_NBA_TTC_1C,05_BOS_MIL,\242_NBA_TTC_1C\05_BOS_MIL\057_TAP_TO_CHEER_CRN_v02.mov,-,nclc,nclc,10010,7797687,3328,208,16.000,CFR,29.970,9758829,-,-,-,-,-,-,-,-
,06_SAC_SAS,064_SAC_WINS_RIB_F_v01.mov,1,,,242,064,010,RIB_F,10s,,-,,,,,242_NBA_TTC_1C,06_SAC_SAS,\242_NBA_TTC_1C\06_SAC_SAS\064_SAC_WINS_RIB_F_v01.mov,-,nclc,nclc,10010,221961364,9504,144,66.000,CFR,29.970,279654952,PCM,Little / Signed,sowt,10011,2,L R,48000,16
,,067_TAP_TO_CHEER_CRN_v02.mov,2,,,242,067,014,CRN,10s,,-,,,,,242_NBA_TTC_1C,06_SAC_SAS,\242_NBA_TTC_1C\06_SAC_SAS\067_TAP_TO_CHEER_CRN_v02.mov,-,nclc,nclc,10010,7797687,3328,208,16.000,CFR,29.970,9758829,-,-,-,-,-,-,-,-
,07_HOU_DAL,074_HOU_WINS_RIB_F_v01.mov,,,,242,074,010,RIB_F,10s,,-,,,,,242_NBA_TTC_1C,07_HOU_DAL,\242_NBA_TTC_1C\07_HOU_DAL\074_HOU_WINS_RIB_F_v01.mov,-,nclc,nclc,10010,259213713,9504,144,66.000,CFR,29.970,324344559,-,-,-,-,-,-,-,-
,,077_TAP_TO_CHEER_CRN_v02.mov,,,,242,077,014,CRN,10s,,-,,,,,242_NBA_TTC_1C,07_HOU_DAL,\242_NBA_TTC_1C\07_HOU_DAL\077_TAP_TO_CHEER_CRN_v02.mov,-,nclc,nclc,10010,7797687,3328,208,16.000,CFR,29.970,9758829,-,-,-,-,-,-,-,-
,08_MIA_DEN,084_MIA_WINS_RIB_F_v01.mov,,,,242,084,010,RIB_F,10s,,-,,,,,242_NBA_TTC_1C,08_MIA_DEN,\242_NBA_TTC_1C\08_MIA_DEN\084_MIA_WINS_RIB_F_v01.mov,-,nclc,nclc,10010,232298270,9504,144,66.000,CFR,29.970,290666577,-,-,-,-,-,-,-,-
,,087_TAP_TO_CHEER_CRN_v02.mov,,,,242,087,014,CRN,10s,,-,,,,,242_NBA_TTC_1C,08_MIA_DEN,\242_NBA_TTC_1C\08_MIA_DEN\087_TAP_TO_CHEER_CRN_v02.mov,-,nclc,nclc,10010,7797687,3328,208,16.000,CFR,29.970,9758829,-,-,-,-,-,-,-,-
,09_UTA_OKC,094_UTA_WINS_RIB_F_v01.mov,,,,242,094,010,RIB_F,10s,,-,,,,,242_NBA_TTC_1C,09_UTA_OKC,\242_NBA_TTC_1C\09_UTA_OKC\094_UTA_WINS_RIB_F_v01.mov,-,nclc,nclc,10010,287443384,9504,144,66.000,CFR,29.970,359666970,-,-,-,-,-,-,-,-
,,097_TAP_TO_CHEER_CRN_v02.mov,,,,242,097,014,CRN,10s,,-,,,,,242_NBA_TTC_1C,09_UTA_OKC,\242_NBA_TTC_1C\09_UTA_OKC\097_TAP_TO_CHEER_CRN_v02.mov,-,nclc,nclc,10010,7797687,3328,208,16.000,CFR,29.970,9758829,-,-,-,-,-,-,-,-
,10_NOP_LAC,104_NOP_WINS_RIB_F_v01.mov,,,,242,104,010,RIB_F,10s,,-,,,,,242_NBA_TTC_1C,10_NOP_LAC,\242_NBA_TTC_1C\10_NOP_LAC\104_NOP_WINS_RIB_F_v01.mov,-,nclc,nclc,10010,264411069,9504,144,66.000,CFR,29.970,330847757,-,-,-,-,-,-,-,-
,,107_TAP_TO_CHEER_CRN_v02.mov,,,,242,107,014,CRN,10s,,-,,,,,242_NBA_TTC_1C,10_NOP_LAC,\242_NBA_TTC_1C\10_NOP_LAC\107_TAP_TO_CHEER_CRN_v02.mov,-,nclc,nclc,10010,7797687,3328,208,16.000,CFR,29.970,9758829,-,-,-,-,-,-,-,-
,11_PHI_IND,114_PHI_WINS_RIB_F_v01.mov,,,,242,114,010,RIB_F,10s,,-,,,,,242_NBA_TTC_1C,11_PHI_IND,\242_NBA_TTC_1C\11_PHI_IND\114_PHI_WINS_RIB_F_v01.mov,-,nclc,nclc,10010,262823661,9504,144,66.000,CFR,29.970,328861511,-,-,-,-,-,-,-,-
