WASHINGTON WIZARDS Media Delivery,,SYNC COMPLETE,CONTENT ERRORS,,FUSE PROGRAMMER,,,PROGRAMMING IN PROGRESS,,,HUD,,,,RETURN TO INDEX,,,,,,,,,,,,,,,,,,,,,,,
,01_LogoStatic,011_LogoStatic_AUD_N_v00.mov,0,Wrong Frame Rate -CD,0,222,011,002,AUD_N,0.03s,,-R,,,Static for FT,,222_WAS_Image_1,01_LogoStatic,\222_WAS_Image_1\01_LogoStatic\011_LogoStatic_AUD_N_v00.mov,-R,nclc,nclc,34,98398080,5280,800,6.600,CFR,30.000,1061480,PCM,Little / Signed,sowt,34,2,L R,44100,16
,,012_LogoStatic_AUD_S_v00.mov,0,Wrong Frame Rate -CD,0,222,012,003,AUD_S,0.03s,,-R,,,,,222_WAS_Image_1,01_LogoStatic,\222_WAS_Image_1\01_LogoStatic\012_LogoStatic_AUD_S_v00.mov,-R,nclc,nclc,34,98898720,5280,800,6.600,CFR,30.000,1169358,PCM,Little / Signed,sowt,34,2,L R,44100,16
,,013_LogoStatic_AUD_C_v00.mov,0,Wrong Frame Rate -CD,0,222,013,004,AUD_C,0.03s,,-R,,,,,222_WAS_Image_1,01_LogoStatic,\222_WAS_Image_1\01_LogoStatic\013_LogoStatic_AUD_C_v00.mov,-R,nclc,nclc,34,972306720,9760,800,12.200,CFR,30.000,5515270,PCM,Little / Signed,sowt,34,2,L R,44100,16
,,014_LogoStatic_RIB_F_v00.mov,0,Wrong Frame Rate -CD,0,222,014,010,RIB_F,0.03s,,-R,,,,,222_WAS_Image_1,01_LogoStatic,\222_WAS_Image_1\01_LogoStatic\014_LogoStatic_RIB_F_v00.mov,-R,nclc,nclc,34,56909520,9504,144,66.000,CFR,30.000,1260137,PCM,Little / Signed,sowt,34,2,L R,44100,16
,,018_LogoStatic_SCB_v00.mov,0,Wrong Frame Rate -CD,0,222,018,017,SCB,0.03s,,-R,,,,,222_WAS_Image_1,01_LogoStatic,\222_WAS_Image_1\01_LogoStatic\018_LogoStatic_SCB_v00.mov,-R,nclc,nclc,34,312338400,1920,1080,1.778,CFR,30.000,2622690,PCM,Little / Signed,sowt,34,2,L R,44100,16
,02_WizardsBumper,021_WizardsBumper_AUD_N_v00.mov,0,,0,222,021,002,AUD_N,3.37s,,-,,,To bump in and out of the fans  - to cover latency if needed ,,222_WAS_Image_1,02_WizardsBumper,\222_WAS_Image_1\02_WizardsBumper\021_WizardsBumper_AUD_N_v00.mov,-,nclc,nclc,3371,31466010,5280,800,6.600,CFR,29.970,14233271,PCM,Little / Signed,sowt,3371,2,L R,44100,16
,,022_WizardsBumper_AUD_S_v00.mov,0,,0,222,022,003,AUD_S,3.37s,,-,,,,,222_WAS_Image_1,02_WizardsBumper,\222_WAS_Image_1\02_WizardsBumper\022_WizardsBumper_AUD_S_v00.mov,-,nclc,nclc,3371,31484960,5280,800,6.600,CFR,29.970,14385490,PCM,Little / Signed,sowt,3371,2,L R,44100,16
,,023_WizardsBumper_AUD_C_v00.mov,0,,0,222,023,004,AUD_C,3.37s,,-,,,,,222_WAS_Image_1,02_WizardsBumper,\222_WAS_Image_1\02_WizardsBumper\023_WizardsBumper_AUD_C_v00.mov,-,nclc,nclc,3371,57820355,9760,800,12.200,CFR,29.970,25604000,PCM,Little / Signed,sowt,3371,2,L R,44100,16
,,024_WizardsBumper_RIB_F_v00.mov,0,,0,222,024,010,RIB_F,3.37s,,-,,,,,222_WAS_Image_1,02_WizardsBumper,\222_WAS_Image_1\02_WizardsBumper\024_WizardsBumper_RIB_F_v00.mov,-,nclc,nclc,3371,19350550,9504,144,66.000,CFR,29.970,9217932,PCM,Little / Signed,sowt,3371,2,L R,44100,16
,03_WizardsRibbon,034_WizardsRibbon_RIB_F_v00.mov,0,,0,222,034,010,RIB_F,,,-F,,,,,222_WAS_Image_1,03_WizardsRibbon,\222_WAS_Image_1\03_WizardsRibbon\034_WizardsRibbon_RIB_F_v00.mov,-F,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File
,04_DC3_Pointers,041_DC3_Pointers_AUD_N_v00.mov,0,,0,222,041,002,AUD_N,15.03s,,-,,,,,222_WAS_Image_1,04_DC3_Pointers,\222_WAS_Image_1\04_DC3_Pointers\041_DC3_Pointers_AUD_N_v00.mov,-,nclc,nclc,15049,66333307,5280,800,6.600,CFR,29.970,127825503,PCM,Little / Signed,sowt,15049,2,L R,44100,16
,,042_DC3_Pointers_AUD_S_v00.mov,0,,0,222,042,003,AUD_S,15.03s,,-,,,,,222_WAS_Image_1,04_DC3_Pointers,\222_WAS_Image_1\04_DC3_Pointers\042_DC3_Pointers_AUD_S_v00.mov,-,nclc,nclc,15049,65903179,5280,800,6.600,CFR,29.970,127013679,PCM,Little / Signed,sowt,15049,2,L R,44100,16
,,043_DC3_Pointers_AUD_C_v00.mov,0,,0,222,043,004,AUD_C,15.03s,,-,,,,,222_WAS_Image_1,04_DC3_Pointers,\222_WAS_Image_1\04_DC3_Pointers\043_DC3_Pointers_AUD_C_v00.mov,-,nclc,nclc,15049,208515157,9760,800,12.200,CFR,29.970,395317962,PCM,Little / Signed,sowt,15049,2,L R,44100,16
,,044_DC3_Pointers_RIB_F_v00.mov,0,,0,222,044,010,RIB_F,,,-F,,,,,222_WAS_Image_1,04_DC3_Pointers,\222_WAS_Image_1\04_DC3_Pointers\044_DC3_Pointers_RIB_F_v00.mov,-F,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File
,05_DefensePrompt,051_DefensePrompt_AUD_N_v00.mov,0,,0,222,051,002,AUD_N,15.03s,,-,,,,,222_WAS_Image_1,05_DefensePrompt,\222_WAS_Image_1\05_DefensePrompt\051_DefensePrompt_AUD_N_v00.mov,-,nclc,nclc,15049,63995358,5280,800,6.600,CFR,29.970,123324643,PCM,Little / Signed,sowt,15049,2,L R,44100,16
,,052_DefensePrompt_AUD_S_v00.mov,0,,0,222,052,003,AUD_S,15.03s,,-,,,,,222_WAS_Image_1,05_DefensePrompt,\222_WAS_Image_1\05_DefensePrompt\052_DefensePrompt_AUD_S_v00.mov,-,nclc,nclc,15049,60607084,5280,800,6.600,CFR,29.970,116948322,PCM,Little / Signed,sowt,15049,2,L R,44100,16
,,053_DefensePrompt_AUD_C_v00.mov,0,,0,222,053,004,AUD_C,15.03s,,-,,,,,222_WAS_Image_1,05_DefensePrompt,\222_WAS_Image_1\05_DefensePrompt\053_DefensePrompt_AUD_C_v00.mov,-,nclc,nclc,15049,157881799,9760,800,12.200,CFR,29.970,300045981,PCM,Little / Signed,sowt,15049,2,L R,44100,16
,,054_DefensePrompt_RIB_F_v00.mov,0,,0,222,054,010,RIB_F,,,-F,,,,,222_WAS_Image_1,05_DefensePrompt,\222_WAS_Image_1\05_DefensePrompt\054_DefensePrompt_RIB_F_v00.mov,-F,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File
,06_WizardsWin,064_WizardsWin_RIB_F_v01.mov,1,,1,222,064,010,RIB_F,,,-F,,,,,222_WAS_Image_1,06_WizardsWin,\222_WAS_Image_1\06_WizardsWin\064_WizardsWin_RIB_F_v01.mov,-F,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File
,,063_WizardsWin_AUD_C_v01.mov,1,,1,222,063,004,AUD_C,15.03s,,-,,,,,222_WAS_Image_1,06_WizardsWin,\222_WAS_Image_1\06_WizardsWin\063_WizardsWin_AUD_C_v01.mov,-,nclc,nclc,15049,189678179,9760,800,12.200,CFR,29.970,359845838,PCM,Little / Signed,sowt,15049,2,L R,44100,16
,,062_WizardsWin_AUD_S_v01.mov,1,,1,222,062,003,AUD_S,15.03s,,-,,,,,222_WAS_Image_1,06_WizardsWin,\222_WAS_Image_1\06_WizardsWin\062_WizardsWin_AUD_S_v01.mov,-,nclc,nclc,15049,57064275,5280,800,6.600,CFR,29.970,110349640,PCM,Little / Signed,sowt,15049,2,L R,44100,16
,,061_WizardsWin_AUD_N_v01.mov,1,,1,222,061,002,AUD_N,15.03s,,-,,,,,222_WAS_Image_1,06_WizardsWin,\222_WAS_Image_1\06_WizardsWin\061_WizardsWin_AUD_N_v01.mov,-,nclc,nclc,15049,57068364,5280,800,6.600,CFR,29.970,110357331,PCM,Little / Signed,sowt,15049,2,L R,44100,16
223_WAS_Image_2,,,,,,,,,,,,-,,,,,223_WAS_Image_2,06_WizardsWin,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
224_WAS_Video,00_WizardsOpen,000_WizardsOpen_AUDIO_v00.mov,0,,0,224,000,024,AUDIO,,,-F,,,,,224_WAS_Video,00_WizardsOpen,\224_WAS_Video\00_WizardsOpen\000_WizardsOpen_AUDIO_v00.mov,-F,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File
,,001_WizardsOpen_AUD_F_v00.mov,0,,0,224,001,001,AUD_F,,,-F,,,,,224_WAS_Video,00_WizardsOpen,\224_WAS_Video\00_WizardsOpen\001_WizardsOpen_AUD_F_v00.mov,-F,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File
,,004_WizardsOpen_RIB_F_v00.mov,0,,0,224,004,010,RIB_F,,,-F,,,,,224_WAS_Video,00_WizardsOpen,\224_WAS_Video\00_WizardsOpen\004_WizardsOpen_RIB_F_v00.mov,-F,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File
,,008_WizardsOpen_SCB_v00.mov,0,,0,224,008,017,SCB,,,-F,,,,,224_WAS_Video,00_WizardsOpen,\224_WAS_Video\00_WizardsOpen\008_WizardsOpen_SCB_v00.mov,-F,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File
,01_WelcometoDC,010_WelcometoDC_AUDIO_v00.mov,0,,0,224,010,024,AUDIO,1m12.73s,,-,,,,,224_WAS_Video,01_WelcometoDC,\224_WAS_Video\01_WelcometoDC\010_WelcometoDC_AUDIO_v00.mov,-,nclc,nclc,72807,95700,16,16,1.000,CFR,29.970,14964054,PCM,Little / Signed,sowt,72807,2,L R,48000,16
,,011_WelcometoDC_AUD_N_v00.mov,0,,0,224,011,002,AUD_N,1m12.73s,,-,,,,,224_WAS_Video,01_WelcometoDC,\224_WAS_Video\01_WelcometoDC\011_WelcometoDC_AUD_N_v00.mov,-,nclc,nclc,72807,732534431,5280,800,6.600,CFR,29.970,6680718229,PCM,Little / Signed,sowt,72807,2,L R,48000,16
,,012_WelcometoDC_AUD_S_v00.mov,0,,0,224,012,003,AUD_S,1m12.73s,,-,,,,,224_WAS_Video,01_WelcometoDC,\224_WAS_Video\01_WelcometoDC\012_WelcometoDC_AUD_S_v00.mov,-,nclc,nclc,72807,732564087,5280,800,6.600,CFR,29.970,6680988498,PCM,Little / Signed,sowt,72807,2,L R,48000,16
,,013_WelcometoDC_AUD_C_v00.mov,0,,0,224,013,004,AUD_C,1m12.73s,,-,,,,,224_WAS_Video,01_WelcometoDC,\224_WAS_Video\01_WelcometoDC\013_WelcometoDC_AUD_C_v00.mov,-,nclc,nclc,72807,1304441284,9760,800,12.200,CFR,29.970,11885509876,PCM,Little / Signed,sowt,72807,2,L R,48000,16
,,014_WelcometoDC_RIB_F_v00.mov,0,,0,224,014,010,RIB_F,1m12.73s,,-,,,,,224_WAS_Video,01_WelcometoDC,\224_WAS_Video\01_WelcometoDC\014_WelcometoDC_RIB_F_v00.mov,-,nclc,nclc,72807,244523655,9504,144,66.000,CFR,29.970,2239446029,PCM,Little / Signed,sowt,72807,2,L R,48000,16
,,018_WelcometoDC_SCB_v00.mov,0,,0,224,018,017,SCB,1m12.73s,,-,,,,,224_WAS_Video,01_WelcometoDC,\224_WAS_Video\01_WelcometoDC\018_WelcometoDC_SCB_v00.mov,-,nclc,nclc,72807,349754105,1920,1080,1.778,CFR,29.970,3197123890,PCM,Little / Signed,sowt,72807,2,L R,48000,16
,02_WizardsOpen,020_WizardsOpen_AUDIO_v01.mov,1,,1,224,020,024,AUDIO,1m2.03s,,-,,,This one is cleared ,,224_WAS_Video,02_WizardsOpen,\224_WAS_Video\02_WizardsOpen\020_WizardsOpen_AUDIO_v01.mov,-,nclc,nclc,62096,92623,16,16,1.000,CFR,29.970,12742594,PCM,Little / Signed,sowt,62096,2,L R,48000,16
,,021_WizardsOpen_AUD_N_v01.mov,1,,1,224,021,002,AUD_N,1m2.03s,,-,,,,,224_WAS_Video,02_WizardsOpen,\224_WAS_Video\02_WizardsOpen\021_WizardsOpen_AUD_N_v01.mov,-,nclc,nclc,62096,487652978,5280,800,6.600,CFR,29.970,3797151261,PCM,Little / Signed,sowt,62096,2,L R,48000,16
,,022_WizardsOpen_AUD_S_v01.mov,1,,1,224,022,003,AUD_S,1m2.03s,,-,,,,,224_WAS_Video,02_WizardsOpen,\224_WAS_Video\02_WizardsOpen\022_WizardsOpen_AUD_S_v01.mov,-,nclc,nclc,62096,487652978,5280,800,6.600,CFR,29.970,3797151261,PCM,Little / Signed,sowt,62096,2,L R,48000,16
,,023_WizardsOpen_AUD_C_v01.mov,1,,1,224,023,004,AUD_C,1m2.03s,,-,,,,,224_WAS_Video,02_WizardsOpen,\224_WAS_Video\02_WizardsOpen\023_WizardsOpen_AUD_C_v01.mov,-,nclc,nclc,62096,1027953966,9760,800,12.200,CFR,29.970,7990928951,PCM,Little / Signed,sowt,62096,2,L R,48000,16
,,024_WizardsOpen_RIB_F_v01.mov,1,,1,224,024,010,RIB_F,1m5s,,-,,,,,224_WAS_Video,02_WizardsOpen,\224_WAS_Video\02_WizardsOpen\024_WizardsOpen_RIB_F_v01.mov,-,nclc,nclc,65065,230996771,10160,1600,6.350,CFR,29.970,1890309546,PCM,Little / Signed,sowt,65065,2,L R,44100,16
,,028_WizardsOpen_SCB_v01.mov,1,,1,224,028,017,SCB,1m2.03s,,-,,,,,224_WAS_Video,02_WizardsOpen,\224_WAS_Video\02_WizardsOpen\028_WizardsOpen_SCB_v01.mov,-,nclc,nclc,62096,314717617,1920,1080,1.778,CFR,29.970,2454839345,PCM,Little / Signed,sowt,62096,2,L R,48000,16
225_WAS_Misc,,,,,,,,,,,,-,,,,,225_WAS_Misc,02_WizardsOpen,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
226_WAS_Intros_1,00_BealHeadshot,001_BealHeadshot_AUD_N_v00.mov,0,,0,226,001,002,AUD_N,15.03s,,-,,,"Use for intos, MC will play audio. ",,226_WAS_Intros_1,00_BealHeadshot,\226_WAS_Intros_1\00_BealHeadshot\001_BealHeadshot_AUD_N_v00.mov,-,nclc,nclc,15049,392234392,5280,800,6.600,CFR,29.970,740504506,PCM,Little / Signed,sowt,15049,2,L R,44100,16
,,002_BealHeadshot_AUD_S_v00.mov,0,,0,226,002,003,AUD_S,15.03s,,-,,,Can also use for made baskets ,,226_WAS_Intros_1,00_BealHeadshot,\226_WAS_Intros_1\00_BealHeadshot\002_BealHeadshot_AUD_S_v00.mov,-,nclc,nclc,15049,388713882,5280,800,6.600,CFR,29.970,733882259,PCM,Little / Signed,sowt,15049,2,L R,44100,16
,,003_BealHeadshot_AUD_C_v00.mov,0,,0,226,003,004,AUD_C,15.03s,,-,,,,,226_WAS_Intros_1,00_BealHeadshot,\226_WAS_Intros_1\00_BealHeadshot\003_BealHeadshot_AUD_C_v00.mov,-,nclc,nclc,15049,470789078,9760,800,12.200,CFR,29.970,888270052,PCM,Little / Signed,sowt,15049,2,L R,44100,16
,,004_BealHeadshot_RIB_F_v00.mov,0,,0,226,004,010,RIB_F,15.03s,,-,,,,,226_WAS_Intros_1,00_BealHeadshot,\226_WAS_Intros_1\00_BealHeadshot\004_BealHeadshot_RIB_F_v00.mov,-,nclc,nclc,15049,38123937,9504,144,66.000,CFR,29.970,74405844,PCM,Little / Signed,sowt,15049,2,L R,44100,16
,,008_BealHeadshot_SCB_v00.mov,0,,0,226,008,017,SCB,15.03s,,-,,,,,226_WAS_Intros_1,00_BealHeadshot,\226_WAS_Intros_1\00_BealHeadshot\008_BealHeadshot_SCB_v00.mov,-,nclc,nclc,15049,332017122,1920,1080,1.778,CFR,29.970,627232949,PCM,Little / Signed,sowt,15049,2,L R,44100,16
,01_SchofieldHeadshot,011_SchofieldHeadshot_AUD_N_v00.mov,0,,0,226,011,002,AUD_N,15.03s,,-,,,,,226_WAS_Intros_1,01_SchofieldHeadshot,\226_WAS_Intros_1\01_SchofieldHeadshot\011_SchofieldHeadshot_AUD_N_v00.mov,-,nclc,nclc,15049,310026449,5280,800,6.600,CFR,29.970,586269002,PCM,Little / Signed,sowt,15049,2,L R,44100,16
,,012_SchofieldHeadshot_AUD_S_v00.mov,0,,0,226,012,003,AUD_S,15.03s,,-,,,,,226_WAS_Intros_1,01_SchofieldHeadshot,\226_WAS_Intros_1\01_SchofieldHeadshot\012_SchofieldHeadshot_AUD_S_v00.mov,-,nclc,nclc,15049,309559163,5280,800,6.600,CFR,29.970,585393504,PCM,Little / Signed,sowt,15049,2,L R,44100,16
,,013_SchofieldHeadshot_AUD_C_v00.mov,0,,0,226,013,004,AUD_C,15s,,-,,,,,226_WAS_Intros_1,01_SchofieldHeadshot,\226_WAS_Intros_1\01_SchofieldHeadshot\013_SchofieldHeadshot_AUD_C_v00.mov,-,nclc,nclc,15015,503959997,9760,800,12.200,CFR,29.970,949142995,PCM,Little / Signed,sowt,15015,2,L R,44100,16
,,014_SchofieldHeadshot_RIB_F_v01.mov,1,,1,226,014,010,RIB_F,,,-F,,,,,226_WAS_Intros_1,01_SchofieldHeadshot,\226_WAS_Intros_1\01_SchofieldHeadshot\014_SchofieldHeadshot_RIB_F_v01.mov,-F,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File
,,018_SchofieldHeadshot_SCB_v00.mov,0,Wrong Frame Rate -CD,0,226,018,017,SCB,15.02s,,-R,,,,,226_WAS_Intros_1,01_SchofieldHeadshot,\226_WAS_Intros_1\01_SchofieldHeadshot\018_SchofieldHeadshot_SCB_v00.mov,-R,nclc,nclc,15034,253611796,1920,1080,1.778,CFR,30.000,479287050,PCM,Little / Signed,sowt,15034,2,L R,44100,16
,02_NapierHeadshot,021_NapierHeadshot_AUD_N_v00.mov,0,,0,226,021,002,AUD_N,15.03s,,-,,,,,226_WAS_Intros_1,02_NapierHeadshot,\226_WAS_Intros_1\02_NapierHeadshot\021_NapierHeadshot_AUD_N_v00.mov,-,nclc,nclc,15049,305618576,5280,800,6.600,CFR,29.970,578035345,PCM,Little / Signed,sowt,15049,2,L R,44100,16
,,022_NapierHeadshot_AUD_S_v00.mov,0,,0,226,022,003,AUD_S,15.03s,,-,,,,,226_WAS_Intros_1,02_NapierHeadshot,\226_WAS_Intros_1\02_NapierHeadshot\022_NapierHeadshot_AUD_S_v00.mov,-,nclc,nclc,15049,305622129,5280,800,6.600,CFR,29.970,578045514,PCM,Little / Signed,sowt,15049,2,L R,44100,16
,,023_NapierHeadshot_AUD_C_v00.mov,0,,0,226,023,004,AUD_C,15.03s,,-,,,,,226_WAS_Intros_1,02_NapierHeadshot,\226_WAS_Intros_1\02_NapierHeadshot\023_NapierHeadshot_AUD_C_v00.mov,-,nclc,nclc,15049,564897567,9760,800,12.200,CFR,29.970,1065933784,PCM,Little / Signed,sowt,15049,2,L R,44100,16
